fy,cc,account,period,expected_per_asset_round_vnd,current_writer_category_round_vnd,alternative_terminal_before_full_fy_vnd,reference_actual_vnd,delta_reference_minus_expected,classification
FY2026,1412000077,9114120007,202508,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202509,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202510,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202511,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202512,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202601,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202602,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000077,9114120007,202603,5053626,5053626,5053626,,,MISSING_REFERENCE_OUTPUT
FY2026,1412000081,5005036246,202504,1861456680,1861456678,3571869273,1861456678,-2,ROUNDING_ORDER
FY2026,1412000081,5005036246,202505,1692507557,1692507556,3402920150,1692507556,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202506,1692507557,1692507556,3402920150,1692507556,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202507,1692507557,1692507556,3402920150,1692507556,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202508,1692507557,1692507556,3402920150,1692507556,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202509,1684890557,1684890556,3395303150,1684890556,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202510,1639569407,1639569406,3349982000,1639569406,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202511,1607640721,1607640719,3318053314,1607640719,-2,ROUNDING_ORDER
FY2026,1412000081,5005036246,202512,1450331898,1450331896,3160744491,1450331896,-2,ROUNDING_ORDER
FY2026,1412000081,5005036246,202601,1275472744,1275472744,2985885337,1275472744,0,EXACT_MATCH
FY2026,1412000081,5005036246,202602,1066468358,1066468357,2776880951,1066468357,-1,ROUNDING_ORDER
FY2026,1412000081,5005036246,202603,944618446,944618447,2655031039,944618447,1,ROUNDING_ORDER
FY2026,1412000081,5006016242,202504,371769270,371769266,371769270,371769267,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202505,371769270,371769266,371769270,371769267,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202506,371769270,371769266,371769270,371769267,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202507,371769270,371769266,371769270,371769267,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202508,371769270,371769266,371769270,371769267,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202509,371769270,371769266,371769270,371769267,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202510,343319775,343319771,343319775,343319772,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202511,343319775,343319771,343319775,343319772,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202512,343319775,343319771,343319775,343319772,-3,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,5006016242,202601,310644875,310644873,310644875,310644873,-2,ROUNDING_ORDER
FY2026,1412000081,5006016242,202602,274536232,274536230,274536232,274536230,-2,ROUNDING_ORDER
FY2026,1412000081,5006016242,202603,274536232,274536230,274536232,274536230,-2,ROUNDING_ORDER
FY2026,1412000081,5006016243,202504,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202505,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202506,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202507,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202508,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202509,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202510,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202511,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202512,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202601,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202602,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016243,202603,636020,636020,636020,636020,0,EXACT_MATCH
FY2026,1412000081,5006016244,202504,746274571,746274559,748683830,746274559,-12,ROUNDING_ORDER
FY2026,1412000081,5006016244,202505,742687725,742687714,745096984,742687714,-11,ROUNDING_ORDER
FY2026,1412000081,5006016244,202506,734337461,734337451,736746720,734337451,-10,ROUNDING_ORDER
FY2026,1412000081,5006016244,202507,734029479,734029470,736438738,734029470,-9,ROUNDING_ORDER
FY2026,1412000081,5006016244,202508,668827959,668827950,671237218,668827950,-9,ROUNDING_ORDER
FY2026,1412000081,5006016244,202509,668721829,668721820,671131088,668721820,-9,ROUNDING_ORDER
FY2026,1412000081,5006016244,202510,668721829,668721820,671131088,668721820,-9,ROUNDING_ORDER
FY2026,1412000081,5006016244,202511,659204641,659204632,661613900,659204632,-9,ROUNDING_ORDER
FY2026,1412000081,5006016244,202512,529715133,529715125,532124392,529715125,-8,ROUNDING_ORDER
FY2026,1412000081,5006016244,202601,506856268,506856254,509265527,506856254,-14,ROUNDING_ORDER
FY2026,1412000081,5006016244,202602,483942800,483942794,486352059,483942794,-6,ROUNDING_ORDER
FY2026,1412000081,5006016244,202603,483117370,483117365,485526629,483117365,-5,ROUNDING_ORDER
FY2026,1412000081,5006016247,202504,18533685,18533684,41916608,18533684,-1,ROUNDING_ORDER
FY2026,1412000081,5006016247,202505,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202506,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202507,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202508,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202509,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202510,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202511,13175379,13175379,36558302,13175379,0,EXACT_MATCH
FY2026,1412000081,5006016247,202512,13175125,13175125,36558048,13175125,0,EXACT_MATCH
FY2026,1412000081,5006016247,202601,,,23382923,0,,EXTRA_REFERENCE_OUTPUT
FY2026,1412000081,5006016247,202602,,,23382923,0,,EXTRA_REFERENCE_OUTPUT
FY2026,1412000081,5006016247,202603,,,23382923,0,,EXTRA_REFERENCE_OUTPUT
FY2026,1412000081,9114120007,202504,259244114,259244087,259244114,259244088,-26,TRUE_AMOUNT_MISMATCH
FY2026,1412000081,9114120007,202505,158057588,158057574,158057588,158057574,-14,ROUNDING_ORDER
FY2026,1412000081,9114120007,202506,158045909,158045894,158045909,158045894,-15,ROUNDING_ORDER
FY2026,1412000081,9114120007,202507,157993859,157993845,157993859,157993845,-14,ROUNDING_ORDER
FY2026,1412000081,9114120007,202508,157245361,157245348,157245361,157245348,-13,ROUNDING_ORDER
FY2026,1412000081,9114120007,202509,157095306,157095293,157095306,157095293,-13,ROUNDING_ORDER
FY2026,1412000081,9114120007,202510,155767662,155767650,155767662,155767650,-12,ROUNDING_ORDER
FY2026,1412000081,9114120007,202511,155096858,155096847,155096858,155096847,-11,ROUNDING_ORDER
FY2026,1412000081,9114120007,202512,148556138,148556129,148556138,148556129,-9,ROUNDING_ORDER
FY2026,1412000081,9114120007,202601,142053249,142053241,142053249,142053241,-8,ROUNDING_ORDER
FY2026,1412000081,9114120007,202602,134056155,134056154,134056155,134056154,-1,ROUNDING_ORDER
FY2026,1412000081,9114120007,202603,129346055,129346054,129346055,129346054,-1,ROUNDING_ORDER
FY2026,1412000098,5006016242,202504,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202505,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202506,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202507,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202508,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202509,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202510,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202511,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202512,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202601,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202602,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016242,202603,44348967,44348967,44348967,28408363,-15940604,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202504,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202505,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202506,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202507,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202508,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202509,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202510,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202511,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202512,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202601,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202602,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,5006016244,202603,17266724,17266723,17266724,29145181,11878457,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202504,11021800,11021799,11021800,10582552,-439248,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202505,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202506,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202507,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202508,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202509,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202510,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202511,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202512,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202601,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202602,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2026,1412000098,9114120007,202603,9305180,9305181,9305180,10582552,1277372,TRUE_AMOUNT_MISMATCH
FY2027,1412000004,5005036246,202604,737988341,737988340,984026055,737988077,-264,TRUE_AMOUNT_MISMATCH
FY2027,1412000004,5005036246,202605,733896847,733896846,979934561,733896846,-1,ROUNDING_ORDER
FY2027,1412000004,5005036246,202606,733896847,733896846,979934561,733896846,-1,ROUNDING_ORDER
FY2027,1412000004,5005036246,202607,733896847,733896846,979934561,733896846,-1,ROUNDING_ORDER
FY2027,1412000004,5005036246,202608,726333901,726333900,972371615,726333637,-264,TRUE_AMOUNT_MISMATCH
FY2027,1412000004,5005036246,202609,700280018,700280017,946317732,700280017,-1,ROUNDING_ORDER
FY2027,1412000004,5005036246,202610,684078510,684078508,930116224,684078508,-2,ROUNDING_ORDER
FY2027,1412000004,5005036246,202611,514207274,514207274,760244988,514207274,0,EXACT_MATCH
FY2027,1412000004,5005036246,202612,476092770,476092770,722130484,476092770,0,EXACT_MATCH
FY2027,1412000004,5005036246,202701,476092770,476092770,722130484,476092770,0,EXACT_MATCH
